Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,IP Comm Status,IP Comm Status Date and Time,Published Screenshots,Screenshot Address,Funding,ID,Location
120, 15TH ST / CONGRESS AVE,TURNED_ON,,Sarix,LOC16-001090,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,100, 15TH ST,,1500, CONGRESS AVE,,5157428,09/21/2021 08:46:00 AM +0000,OFFLINE,09/21/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/120.jpg,None Identified,582a419f5e304c982be5c4fe,POINT (-97.7394943 30.2769184)
119, ENFIELD RD / WINSTED LN,TURNED_ON,,Sarix,LOC16-001035,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2008, ENFIELD RD,,1300, WINSTED LN,,5153892,10/05/2021 08:46:00 AM +0000,ONLINE,10/05/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/119.jpg,None Identified,582a419f5e304c982be5c500,POINT (-97.7646103 30.2862911)
118, SLAUGHTER LN / 1ST ST,TURNED_ON,,Sarix,LOC16-001010,,SOUTHWEST,"5, 2",AUSTIN FULL PURPOSE,ROADWAY,,,600, SLAUGHTER LN,,8901, 1ST ST,,5150579,09/19/2021 06:17:00 PM +0000,ONLINE,06/04/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/118.jpg,None Identified,582a419f5e304c982be5c502,POINT (-97.7995529 30.1724548)
117, MENCHACA RD / SLAUGHTER LN,TURNED_ON,1/30/2018,Advidia,LOC16-000975,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,9614, MENCHACA RD,,2001, SLAUGHTER LN,,5148563,09/19/2021 06:17:00 PM +0000,ONLINE,03/04/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/117.jpg,None Identified,582a419f5e304c982be5c504,POINT (-97.8237305 30.1737366)
116, MENCHACA RD / WILLIAM CANNON DR,TURNED_ON,,Sarix,LOC16-000960,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,6800, MENCHACA RD,,2000, WILLIAM CANNON DR,,5149842,09/19/2021 06:17:00 PM +0000,ONLINE,03/04/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/116.jpg,None Identified,582a419f5e304c982be5c506,POINT (-97.8069077 30.2029133)
174, BRAKER LN / BURNET RD,TURNED_ON,,Advidia,LOC16-002265,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,2512, BRAKER LN,,10700, BURNET RD,,5159410,10/29/2021 07:40:00 PM +0000,ONLINE,10/28/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/174.jpg,None Identified,582a419e5e304c982be5c492,POINT (-97.7218094 30.3911648)
179, LAMAR BLVD / RUNDBERG LN,TURNED_ON,,Advidia,LOC16-002330,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,9200, LAMAR BLVD,,411, RUNDBERG LN,,5162155,09/19/2021 06:17:00 PM +0000,ONLINE,09/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/179.jpg,None Identified,582a419e5e304c982be5c488,POINT (-97.6970215 30.3631401)
172, METRIC BLVD / PARMER LN,TURNED_ON,,Advidia,LOC16-002230,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,12420, METRIC BLVD,,1601, PARMER LN,,5162712,10/29/2021 07:41:00 PM +0000,ONLINE,10/28/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/172.jpg,None Identified,582a419e5e304c982be5c496,POINT (-97.6905823 30.4132328)
177, BRAKER LN / 35 SVRD,TURNED_ON,,Sarix,LOC16-002290,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,800, BRAKER LN,,11300,IH 35 SVRD,,5164497,09/19/2021 06:17:00 PM +0000,ONLINE,02/18/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/177.jpg,None Identified,582a419e5e304c982be5c48c,POINT (-97.6755829 30.3769493)
176, BRAKER LN / 35 SVRD,VOID,,,LOC16-002290,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,800, BRAKER LN,,11300,IH 35 SVRD,,5164497,09/19/2021 06:17:00 PM +0000,ONLINE,08/14/2018 08:30:00 AM +0000,,https://cctv.austinmobility.io/image/176.jpg,None Identified,582a419e5e304c982be5c48e,POINT (-97.6755829 30.3769493)
110, AIRPORT BLVD / SPRINGDALE RD,TURNED_ON,10/12/2021,Advidia,LOC16-000795,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1119, AIRPORT BLVD,,1000, SPRINGDALE RD,,5162623,10/22/2021 08:45:00 AM +0000,OFFLINE,10/22/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/110.jpg,None Identified,582a41a05e304c982be5c512,POINT (-97.6955109 30.2656097)
170, MOPAC EXPY SVRD / NORTHLAND DR (West),TURNED_ON,3/23/2018,Sarix,LOC16-002165,West,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,5700, MOPAC EXPY SVRD,,3300, NORTHLAND DR,,5154860,09/19/2021 06:17:00 PM +0000,ONLINE,03/08/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/170.jpg,None Identified,582a419e5e304c982be5c49a,POINT (-97.7559586 30.3367844)
114, LAMAR BLVD / LAMAR BLVD SVRD (BRODIE OAKS SHOPPING CENTER),TURNED_ON,,Sarix,LOC16-000910,BRODIE OAKS SHOPPING CENTER,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,3802, LAMAR BLVD,,4101, LAMAR BLVD SVRD,,5151029,09/19/2021 06:17:00 PM +0000,ONLINE,03/04/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/114.jpg,,582a419f5e304c982be5c50a,POINT (-97.7925873 30.2362595)
112, AIRPORT BLVD / 45TH ST,TURNED_ON,7/17/2019,Advidia,LOC16-000840,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,4506, AIRPORT BLVD,,1028, 45TH ST,,5160322,09/19/2021 06:17:00 PM +0000,ONLINE,02/27/2018 03:30:00 PM +0000,,https://cctv.austinmobility.io/image/112.jpg,None Identified,582a41a05e304c982be5c50e,POINT (-97.7159805 30.3036251)
111, AIRPORT BLVD / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Advidia,LOC16-000815,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1900, AIRPORT BLVD,,3200, MARTIN LUTHER KING JR BLVD,,5161612,09/19/2021 06:17:00 PM +0000,ONLINE,08/03/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/111.jpg,None Identified,582a41a05e304c982be5c510,POINT (-97.703949 30.2825718)
109, CONGRESS AVE / 2ND ST,TURNED_ON,,Advidia,LOC16-000770,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, CONGRESS AVE,,101, 2ND ST,,5156770,10/07/2021 08:46:00 AM +0000,ONLINE,10/07/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/109.jpg,None Identified,582a41a05e304c982be5c514,POINT (-97.744194 30.2643204)
108, GUADALUPE ST / 2ND ST,TURNED_ON,9/27/2017,Sarix,LOC16-000760,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, GUADALUPE ST,,401, 2ND ST,,5156234,09/19/2021 06:17:00 PM +0000,ONLINE,08/11/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/108.jpg,None Identified,582a41a05e304c982be5c516,POINT (-97.747673 30.2652874)
107, SAN JACINTO BLVD / 2ND ST,TURNED_ON,,Sarix,LOC16-000750,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, SAN JACINTO BLVD,,200, 2ND ST,,5157156,09/25/2021 08:46:00 AM +0000,OFFLINE,09/25/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/107.jpg,,582a41a05e304c982be5c518,POINT (-97.7417908 30.2636414)
106, CESAR CHAVEZ ST / LAVACA ST,TURNED_ON,,Advidia,LOC16-000735,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, CESAR CHAVEZ ST,,100, LAVACA ST,,5156353,10/07/2021 08:46:00 AM +0000,ONLINE,10/07/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/106.jpg,None Identified,582a41a05e304c982be5c51a,POINT (-97.7469406 30.2640705)
105, OLTORF ST / 1ST ST,TURNED_ON,5/1/2019,Advidia,LOC16-000720,,SOUTHWEST,"3, 9",AUSTIN FULL PURPOSE,ROADWAY,,,600, OLTORF ST,,2301, 1ST ST,,5154726,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/105.jpg,None Identified,582a41a05e304c982be5c51c,POINT (-97.7596207 30.2421112)
104, CONGRESS AVE / OLTORF ST,TURNED_ON,3/11/2020,Advidia,LOC16-000710,,SOUTHWEST,"3, 9",AUSTIN FULL PURPOSE,ROADWAY,,,2300, CONGRESS AVE,,101, OLTORF ST,,5155470,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/104.jpg,None Identified,582a41a05e304c982be5c51e,POINT (-97.7535172 30.23876)
103, CONGRESS AVE / LIVE OAK ST,TURNED_ON,,Sarix,LOC16-000705,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,2109, CONGRESS AVE,,100, LIVE OAK ST,,5155594,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/103.jpg,,582a41a05e304c982be5c520,POINT (-97.7525253 30.2418518)
102, CONGRESS AVE / BARTON SPRINGS RD,TURNED_ON,9/12/2019,Advidia,LOC16-000655,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, CONGRESS AVE,,101, BARTON SPRINGS RD,,5156502,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/102.jpg,None Identified,582a41a05e304c982be5c522,POINT (-97.7461395 30.2591114)
101, BARTON SPRINGS RD / AZIE MORTON RD,TURNED_ON,9/27/2017,Advidia,LOC16-000645,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1901, BARTON SPRINGS RD,,401, AZIE MORTON RD,,5153923,09/19/2021 06:17:00 PM +0000,ONLINE,03/04/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/101.jpg,None Identified,582a41a05e304c982be5c524,POINT (-97.7649841 30.2647686)
100, LAMAR BLVD / BARTON SPRINGS RD,TURNED_ON,6/27/2017,Advidia,LOC16-000600,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,419, LAMAR BLVD,,1301, BARTON SPRINGS RD,,5154798,09/19/2021 06:17:00 PM +0000,ONLINE,03/04/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/100.jpg,None Identified,582a41a05e304c982be5c526,POINT (-97.758522 30.2608624)
99, LAMAR BLVD / BLUEBONNET LN,TURNED_ON,,Sarix,LOC16-000615,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,2261, LAMAR BLVD,,2401, BLUEBONNET LN,,5152555,09/19/2021 06:17:00 PM +0000,OFFLINE,08/30/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/99.jpg,None Identified,582a41a05e304c982be5c528,POINT (-97.7771835 30.2469234)
98, LAMAR BLVD / OLTORF ST,TURNED_ON,3/4/2021,Advidia,LOC16-000610,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,2059, LAMAR BLVD,,1401, OLTORF ST,,5153332,09/19/2021 06:17:00 PM +0000,ONLINE,03/04/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/98.jpg,None Identified,582a41a05e304c982be5c52a,POINT (-97.7699509 30.2484131)
97, LAMAR BLVD / RIVERSIDE DR,TURNED_ON,,Sarix,LOC16-000595,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,200, LAMAR BLVD,,1200, RIVERSIDE DR,,5154958,09/19/2021 06:17:00 PM +0000,ONLINE,03/04/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/97.jpg,None Identified,582a41a05e304c982be5c52c,POINT (-97.757103 30.2645245)
96, 5TH ST / LAMAR BLVD,TURNED_ON,9/27/2017,Advidia,LOC16-000590,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,926, 5TH ST,,500, LAMAR BLVD,,5155253,09/19/2021 06:17:00 PM +0000,ONLINE,02/19/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/96.jpg,None Identified,582a41a05e304c982be5c52e,POINT (-97.7546005 30.2702904)
95, 6TH ST / LAMAR BLVD,TURNED_ON,3/23/2020,Advidia,LOC16-000585,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,900, 6TH ST,,500, LAMAR BLVD,,5155322,09/19/2021 06:17:00 PM +0000,ONLINE,02/19/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/95.jpg,None Identified,582a41a05e304c982be5c530,POINT (-97.7539673 30.2715378)
94, LAMAR BLVD / 12TH ST,TURNED_ON,,Sarix,LOC16-000575,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1200, LAMAR BLVD,,1001, 12TH ST,,5155626,10/31/2021 08:45:00 AM +0000,ONLINE,10/31/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/94.jpg,None Identified,582a41a05e304c982be5c532,POINT (-97.7513962 30.2768974)
93, LAMAR BLVD / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000545,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1900, LAMAR BLVD,,1109, MARTIN LUTHER KING JR BLVD,,5155501,09/19/2021 06:17:00 PM +0000,ONLINE,01/09/2018 03:31:00 AM +0000,,https://cctv.austinmobility.io/image/93.jpg,,582a41a05e304c982be5c534,POINT (-97.7520752 30.2836018)
92, LAMAR BLVD / 24TH ST,TURNED_ON,,Advidia,LOC16-000535,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2300, LAMAR BLVD,,1301, 24TH ST,,5155404,09/19/2021 06:17:00 PM +0000,ONLINE,09/04/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/92.jpg,,582a41a05e304c982be5c536,POINT (-97.7527695 30.2885342)
90, LAMAR BLVD / 29TH ST,TURNED_ON,,Sarix,LOC16-000525,,CENTRAL,"10, 9",AUSTIN FULL PURPOSE,ROADWAY,,,2900, LAMAR BLVD,,1001, 29TH ST,,5155961,09/19/2021 06:17:00 PM +0000,ONLINE,02/22/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/90.jpg,,582a41a05e304c982be5c53a,POINT (-97.7484741 30.2981358)
88, LAMAR BLVD / 45TH ST,TURNED_ON,,Advidia,LOC16-000505,,CENTRAL,"10, 9",AUSTIN FULL PURPOSE,ROADWAY,,,4400, LAMAR BLVD,,1001, 45TH ST,,5157553,09/19/2021 06:17:00 PM +0000,ONLINE,02/03/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/88.jpg,None Identified,582a41a05e304c982be5c53e,POINT (-97.7375946 30.3134632)
86, ANDERSON LN / SHOAL CREEK BLVD,TURNED_ON,,Advidia,LOC16-000470,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,3100, ANDERSON LN,,7900, SHOAL CREEK BLVD,,5156894,09/19/2021 06:17:00 PM +0000,ONLINE,08/25/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/86.jpg,None Identified,582a41a05e304c982be5c542,POINT (-97.7408447 30.361021)
83, BURNET RD / NORTH LOOP BLVD,TURNED_ON,6/26/2018,Sarix,LOC16-000430,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,5300, BURNET RD,,1631, NORTH LOOP BLVD,,5157233,09/19/2021 06:17:00 PM +0000,OFFLINE,12/16/2020 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/83.jpg,None Identified,582a41a05e304c982be5c548,POINT (-97.7396164 30.3258514)
82, ALLANDALE RD / BURNET RD (KOENIG LN),TURNED_ON,,Advidia,LOC16-000415,KOENIG LN,NORTHWEST,7,AUSTIN FULL PURPOSE,BUILDING,,,2100, ALLANDALE RD,,5900, BURNET RD,,5157162,09/19/2021 06:17:00 PM +0000,ONLINE,02/19/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/82.jpg,None Identified,582a41a05e304c982be5c54a,POINT (-97.7398224 30.3348522)
80, ANDERSON LN / BURNET RD,TURNED_ON,,Sarix,LOC16-000385,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,2300, ANDERSON LN,,7900, BURNET RD,,5158455,09/19/2021 06:17:00 PM +0000,ONLINE,04/17/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/80.jpg,,582a41a05e304c982be5c54e,POINT (-97.730896 30.3561535)
79, RED RIVER ST / CLYDE LITTLEFIELD DR,TURNED_ON,8/3/2017,Spectra Enhanced,LOC16-000350,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,2000, RED RIVER ST,,700, CLYDE LITTLEFIELD DR,,5159062,10/09/2021 08:40:00 AM +0000,ONLINE,10/09/2021 08:30:00 AM +0000,,https://cctv.austinmobility.io/image/79.jpg,None Identified,582a41a05e304c982be5c550,POINT (-97.7279663 30.2832279)
78, DEAN KEETON ST / RED RIVER ST,TURNED_ON,,Sarix,LOC16-000345,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,928, DEAN KEETON ST,,2200, RED RIVER ST,,5159198,09/19/2021 06:17:00 PM +0000,ONLINE,04/13/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/78.jpg,,582a41a05e304c982be5c552,POINT (-97.7267456 30.2871666)
77, RED RIVER ST / 38TH HALF ST,TURNED_ON,,Sarix,LOC16-000335,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3808, RED RIVER ST,,800, 38TH HALF ST,,5159542,09/19/2021 06:17:00 PM +0000,ONLINE,04/13/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/77.jpg,,582a41a05e304c982be5c554,POINT (-97.7231445 30.2965431)
74, DEAN KEETON ST / SAN JACINTO BLVD,TURNED_ON,,Advidia,LOC16-000265,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, DEAN KEETON ST,,2600, SAN JACINTO BLVD,,5158159,09/19/2021 06:17:00 PM +0000,ONLINE,08/31/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/74.jpg,,582a41a05e304c982be5c55a,POINT (-97.7346115 30.2893162)
73, MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,TURNED_ON,,Sarix,LOC16-000255,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,2300, MARTIN LUTHER KING JR BLVD,,1900, CHESTNUT AVE,,5160241,09/19/2021 06:17:00 PM +0000,ONLINE,03/25/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/73.jpg,,582a41a05e304c982be5c55c,POINT (-97.7172699 30.2804375)
71, 38TH ST / GUADALUPE ST,TURNED_ON,,Sarix,LOC16-000235,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 38TH ST,,3800, GUADALUPE ST,,5157521,09/19/2021 06:17:00 PM +0000,ONLINE,02/18/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/71.jpg,,582a41a05e304c982be5c560,POINT (-97.7381439 30.302742)
72, GUADALUPE ST / 45TH ST,TURNED_ON,,Advidia,LOC16-000245,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4482, GUADALUPE ST,,501, 45TH ST,,5158333,10/25/2021 04:49:00 PM +0000,OFFLINE,05/05/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/72.jpg,None Identified,582a41a05e304c982be5c55e,POINT (-97.7329788 30.3108425)
68, GUADALUPE ST / 21ST ST,TURNED_ON,9/11/2020,Advidia,LOC16-000180,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2100, GUADALUPE ST,,401, 21ST ST,,5157063,10/02/2021 08:46:00 AM +0000,OFFLINE,10/02/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/68.jpg,None Identified,582a41a05e304c982be5c566,POINT (-97.7419052 30.2837963)
67, MARTIN LUTHER KING JR BLVD / 35 SVRD,TURNED_ON,,Sarix,LOC16-000170,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,600, MARTIN LUTHER KING JR BLVD,,1900,IH 35 SVRD,,5158756,09/19/2021 06:17:00 PM +0000,ONLINE,07/14/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/67.jpg,,582a41a05e304c982be5c568,POINT (-97.730484 30.2785587)
66, MARTIN LUTHER KING JR BLVD / RED RIVER ST,TURNED_ON,4/27/2021,Advidia,LOC16-000135,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,400, MARTIN LUTHER KING JR BLVD,,1900, RED RIVER ST,,5158551,09/19/2021 06:17:00 PM +0000,ONLINE,04/28/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/66.jpg,None Identified,582a41a05e304c982be5c56a,POINT (-97.732193 30.2789745)
65, MARTIN LUTHER KING JR BLVD / TRINITY ST,TURNED_ON,,Advidia,LOC16-000130,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,312, MARTIN LUTHER KING JR BLVD,,1900, TRINITY ST,,5158219,09/19/2021 06:17:00 PM +0000,ONLINE,07/14/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/65.jpg,,582a41a05e304c982be5c56c,POINT (-97.7345123 30.2796383)
64, MARTIN LUTHER KING JR BLVD / CONGRESS AVE,TURNED_ON,10/9/2017,Sarix,LOC16-000120,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,100, MARTIN LUTHER KING JR BLVD,,1800, CONGRESS AVE,,5157629,09/19/2021 06:17:00 PM +0000,OFFLINE,03/18/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/64.jpg,None Identified,582a41a15e304c982be5c56e,POINT (-97.7381058 30.2806873)
63, LAVACA ST / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000115,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1800, LAVACA ST,,301, MARTIN LUTHER KING JR BLVD,,5157273,09/19/2021 06:17:00 PM +0000,ONLINE,09/11/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/63.jpg,,582a41a15e304c982be5c570,POINT (-97.740509 30.2813282)
62,BLK (NW Corner),TURNED_ON,6/26/2017,Spectra Enhanced,LOC17-010385,NW Corner,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,,,,,,,5157068,09/22/2021 08:46:00 AM +0000,OFFLINE,09/22/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/62.jpg,None Identified,582a41a15e304c982be5c572,POINT (-97.742011 30.281803)
57, GUADALUPE ST / LAMAR BLVD,TURNED_ON,,Advidia,LOC16-000005,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4700, GUADALUPE ST,,4701, LAMAR BLVD,,5158418,10/29/2021 07:48:00 PM +0000,ONLINE,10/26/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/57.jpg,None Identified,582a41a15e304c982be5c57c,POINT (-97.7322464 30.3166466)
60, AIRPORT BLVD / DENSON DR,TURNED_ON,7/11/2019,Advidia,LOC16-000080,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,6200, AIRPORT BLVD,,101, DENSON DR,,5160231,09/19/2021 06:17:00 PM +0000,ONLINE,02/17/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/60.jpg,None Identified,582a41a15e304c982be5c576,POINT (-97.7160797 30.3270321)
59, AIRPORT BLVD / LAMAR BLVD,TURNED_ON,,Advidia,LOC16-000040,,NORTHEAST,"7, 4",AUSTIN FULL PURPOSE,ROADWAY,,,7001, AIRPORT BLVD,,7001, LAMAR BLVD,,5159899,09/19/2021 06:17:00 PM +0000,ONLINE,01/01/2019 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/59.jpg,None Identified,582a41a15e304c982be5c578,POINT (-97.7188721 30.3376293)
58, KOENIG LN / LAMAR BLVD,TURNED_ON,,Advidia,LOC16-000020,,NORTHEAST,"7, 4",AUSTIN FULL PURPOSE,ROADWAY,,,600, KOENIG LN,,5630, LAMAR BLVD,,5159119,09/19/2021 06:17:00 PM +0000,ONLINE,10/15/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/58.jpg,None Identified,582a41a15e304c982be5c57a,POINT (-97.7263336 30.325943)
56, GUADALUPE ST / 15TH ST,TURNED_ON,,Advidia,LOC16-001080,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1500, GUADALUPE ST,,300, 15TH ST,,5156901,09/19/2021 06:17:00 PM +0000,ONLINE,03/13/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/56.jpg,None Identified,582a41a15e304c982be5c57e,POINT (-97.743 30.2779)
55,FM 973 RD / PEARCE LN,TURNED_ON,,Advidia,LOC16-005240,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,4700,FM 973 RD,,10800, PEARCE LN,,5166703,10/21/2021 08:46:00 AM +0000,ONLINE,10/21/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/55.jpg,None Identified,582a41a15e304c982be5c580,POINT (-97.64674967 30.18069517)
54, TOOMEY RD / JESSIE ST (ATD TOOMEY PARKING LOT),TURNED_ON,,Sarix,LOC16-006890,ATD TOOMEY PARKING LOT,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1500, TOOMEY RD,,301, JESSIE ST,,,09/19/2021 06:17:00 PM +0000,ONLINE,08/16/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/54.jpg,None Identified,582a41a15e304c982be5c582,POINT (-97.758894 30.263474)
48,FM 973 RD / BURLESON RD,TURNED_ON,,Sarix,LOC16-007015,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,6210,FM 973 RD,,10300, BURLESON RD,,5166040,10/19/2021 08:40:00 AM +0000,ONLINE,10/19/2021 08:30:00 AM +0000,,https://cctv.austinmobility.io/image/48.jpg,None Identified,582a41a15e304c982be5c58e,POINT (-97.659321 30.167316)
52, CONGRESS AVE / 2ND ST (AUSTONIAN - NORTHWEST),TURNED_ON,,Advidia,LOC16-006900,AUSTONIAN - NORTHWEST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, CONGRESS AVE,,101, 2ND ST,,,09/19/2021 06:17:00 PM +0000,ONLINE,04/16/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/52.jpg,None Identified,582a41a15e304c982be5c586,POINT (-97.744886 30.264923)
